country,country_code,region,cum_confirmed,infection_rate (per mille),income group,WJP Rule of Law Index: Overall Score,Factor 1: Constraints on Government Powers,1.1 Government powers are effectively limited by the legislature,1.2 Government powers are effectively limited by the judiciary,1.3 Government powers are effectively limited by independent auditing and review,1.4 Government officials are sanctioned for misconduct,1.5 Government powers are subject to non-governmental checks,1.6 Transition of power is subject to the law,Factor 2: Absence of Corruption,2.1 Government officials in the executive branch do not use public office for private gain,2.2 Government officials in the judicial branch do not use public office for private gain,2.3 Government officials in the police and the military do not use public office for private gain,2.4 Government officials in the legislative branch do not use public office for private gain,Factor 3: Open Government ,3.1. Publicized laws and government data ,3.2 Right to information,3.3 Civic participation,3.4 Complaint mechanisms,Factor 4: Fundamental Rights,4.1 Equal treatment and absence of discrimination,4.2 The right to life and security of the person is effectively guaranteed,4.3 Due process of the law and rights of the accused,4.4 Freedom of opinion and expression is effectively guaranteed,4.5 Freedom of belief and religion is effectively guaranteed,4.6 Freedom from arbitrary interference with privacy is effectively guaranteed,4.7 Freedom of assembly and association is effectively guaranteed,4.8 Fundamental labor rights are effectively guaranteed,Factor 5: Order and Security,5.1 Crime is effectively controlled,5.2 Civil conflict is effectively limited,5.3 People do not resort to violence to redress personal grievances,Factor 6: Regulatory Enforcement,6.1 Government regulations are effectively enforced,6.2 Government regulations are applied and enforced without improper influence,6.3 Administrative proceedings are conducted without unreasonable delay,6.4 Due process is respected in administrative proceedings,6.5 The government does not expropriate without lawful process and adequate compensation,Factor 7: Civil Justice,7.1 People can access and afford civil justice,7.2 Civil justice is free of discrimination,7.3 Civil justice is free of corruption,7.4 Civil justice is free of improper government influence,7.5 Civil justice is not subject to unreasonable delay,7.6. Civil justice is effectively enforced,"7.7 Alternative dispute resolution mechanisms are accessible, impartial, and effective",Factor 8: Criminal Justice,8.1 Criminal investigation system is effective,8.2 Criminal adjudication system is timely and effective,8.3 Correctional system is effective in reducing criminal behavior,8.4 Criminal system is impartial,8.5 Criminal system is free of corruption,8.6 Criminal system is free of improper government influence,8.7. Due process of the law and rights of the accused
Guyana,GUY,Latin America & Caribbean,73.0,0.09325796046117978,Upper Middle,0.503405821757257,0.558088372177275,0.6196800649702671,0.6124397826158899,0.4630274157174651,0.408618699642224,0.606294252398938,0.638470017718864,0.45576415644175894,0.423545906243849,0.603105085468498,0.42214368654028295,0.37426194751440794,0.4518753752257171,0.27409773850288605,0.44747092168379904,0.569084903588252,0.516847937127933,0.556763930431116,0.540057424311004,0.560081241159696,0.36095121259191,0.606294252398938,0.715842761873422,0.456862701636677,0.622376867962397,0.591644981514883,0.623785983613126,0.6548951420500799,1.0,0.21646280878929802,0.466114751539747,0.49297714427882,0.6205355765777371,0.38122230376402705,0.371615966975306,0.46422276610284796,0.534531851965529,0.5554080491117429,0.432027718180872,0.6074817224809979,0.541651407470409,0.472021685184915,0.541132202388377,0.5920001789413871,0.38032215266379,0.344564774768992,0.40132000495719106,0.149819756049138,0.339192003759553,0.521680924337253,0.544726392182493,0.36095121259191
Honduras,HND,Latin America & Caribbean,627.0,0.0643333266640092,Lower Middle,0.402229673285771,0.34177329427964503,0.43678295487267205,0.327978087695967,0.282623746722828,0.254025835854974,0.46030599193946203,0.288923148591966,0.32242671093856395,0.33855835450321103,0.38581454334836796,0.475573322545479,0.08976062335719699,0.42415491830719604,0.296198086587155,0.41561353664146705,0.455397042256749,0.529411007743414,0.4086879853684,0.45826473111248606,0.289998828673678,0.325760433125727,0.46030599193946203,0.545124758612243,0.16792291804163198,0.5079618421093,0.51416437933267,0.655522198724321,0.5609287686338311,1.0,0.405637827539132,0.38622604452262604,0.36393646585009704,0.535215561972247,0.39842917503314895,0.14360872738349403,0.489940292374145,0.41478556070900796,0.4524158025184721,0.415202768317533,0.380867634039537,0.26655570455307503,0.269714930326315,0.447809570377543,0.670932514830584,0.264260673436408,0.208037744402325,0.30052744804844705,0.158770138480232,0.261927653583268,0.42622040792397,0.16858088849088698,0.325760433125727
Hungary,HUN,EU & EFTA & North America,2443.0,0.25225407550894813,High,0.52788249543804,0.39626004467585707,0.346163255280924,0.414483214923039,0.316705331600412,0.30662520356045503,0.48426544460532395,0.509317818084986,0.5055819796211,0.404867262958259,0.711360275444681,0.698998835476907,0.20710154460455102,0.4585108853771721,0.550636975371622,0.37421455917371793,0.420937657727285,0.48825434923606204,0.580128594822848,0.45216904484847703,0.812429252369502,0.5597372996423321,0.48426544460532395,0.527272614959697,0.680142602360365,0.48799774359597897,0.6370147562011079,0.894231125121109,0.9180698951412409,1.0,0.764623480222087,0.465708985433916,0.540053585200692,0.606287702402439,0.46614334370622595,0.27073990692647,0.445320388933753,0.45447124344867207,0.540560927239143,0.279913074837778,0.651164349101074,0.34971106406028,0.34236824146377304,0.37930387319531605,0.638277174243339,0.46816710500365005,0.478007696420022,0.5275552423304071,0.40521942854954207,0.276102987654926,0.649710403447667,0.38083667698065204,0.5597372996423321
India,IND,South Asia,26283.0,0.019234966674423103,Lower Middle,0.5087796311906121,0.6097763935965771,0.7162352466264059,0.6476857788332471,0.5713778953046,0.4068297939390329,0.584885533106946,0.731644113769228,0.419314834697085,0.423435366080937,0.5022775738681551,0.42619621223780396,0.32535018660144394,0.609657529215754,0.557985313167597,0.593593465675525,0.576962441071297,0.7100888969485959,0.5086040856414551,0.472985175659073,0.46928747597197795,0.396476099556313,0.584885533106946,0.563501893179881,0.49499295807810095,0.5894765176564261,0.49722703192292206,0.590039805833598,0.786953417078763,0.6875,0.29566600042203,0.486111889988003,0.41136550962825896,0.458364074276625,0.39956251738349996,0.521499171097533,0.639768177554098,0.4497775740393571,0.40961742940376,0.39767988571407503,0.506456989765315,0.6297111934020639,0.203402197425413,0.395204349994367,0.6063709725705079,0.39695493651307107,0.265260932251269,0.375316209647979,0.370115344172415,0.36798640223855295,0.456854037023419,0.546675530701551,0.396476099556313
Indonesia,IDN,East Asia & Pacific,8607.0,0.03180409040953622,Lower Middle,0.5281196664694651,0.68188154687584,0.8033996584641221,0.682256073371103,0.5927870172251071,0.612429999772911,0.6810745856905821,0.719341946731213,0.39329915649804703,0.47779005018863996,0.315938114724862,0.506261354308681,0.273207106770005,0.5470574883716139,0.364451443385012,0.554907070427361,0.653448225844298,0.615423213829786,0.516288334120957,0.394097890026538,0.509068318244909,0.40886466763249396,0.6810745856905821,0.44531720847978207,0.41164216507727797,0.6741664246293231,0.606075413186751,0.682503156674045,0.851635477028991,0.7675,0.42837399299314605,0.551550951145688,0.5606434230801429,0.6667149874488599,0.521858125728889,0.426141665262773,0.5823965542077719,0.457553308665294,0.5183333078149629,0.3036816622249461,0.39870538103004,0.48709650157724,0.523396134155554,0.404035439982391,0.567624733871921,0.394823389404234,0.345925696436553,0.5156506417828479,0.29275182040578,0.284257540077633,0.472205155730239,0.444108203764091,0.40886466763249396
Iran,IRN,Middle East & North Africa,89328.0,1.077358652065704,Upper Middle,0.42704802761161104,0.36919769373274297,0.39985311785412697,0.36902847555591395,0.409133553844575,0.38643397948771097,0.192993929102674,0.457743106551456,0.42966173374812,0.35680132974160605,0.535813910610182,0.521451831851041,0.30457986278965005,0.28479058236094396,0.34944348726194396,0.323036567409945,0.171381001685192,0.29530127308669607,0.223458762212001,0.442189880050436,0.22502012650037098,0.39901147850840596,0.192993929102674,0.049751372846032996,0.121691139785466,0.11898241301865001,0.23802975788396802,0.7263885157552908,0.761173490021568,0.8525,0.5654920572443061,0.459226953927211,0.34548835616373197,0.43860864383291404,0.51204481171798,0.46063154967452796,0.5393614082469029,0.551798296267905,0.650478562546928,0.400451095141837,0.4358981472197179,0.4685954306477179,0.5636802799368149,0.58926014479156,0.754224413590761,0.371861682888671,0.24785190439793697,0.449695232240416,0.5486185780582271,0.255777448424651,0.421775423870985,0.280301714720077,0.39901147850840596
Italy,ITA,EU & EFTA & North America,195351.0,3.226270903106142,High,0.657717468783008,0.7103736460042008,0.7235434073041619,0.6964180470633701,0.735401521821157,0.625166501881965,0.690940962808561,0.7907714351459899,0.6313271546908579,0.559963385942447,0.8077796849027009,0.853132531560088,0.30443301635819503,0.6298027971751321,0.6078006512126689,0.6384223054052329,0.6711032653458691,0.601884966736758,0.72898521002211,0.679618719630627,0.8592166996457758,0.7115876648244179,0.690940962808561,0.737072726757909,0.791305666445927,0.786025761953101,0.576113478110559,0.7476809557315309,0.80477223818368,1.0,0.438270629010913,0.607489031259583,0.6120340446654671,0.731958623293612,0.4493014637852179,0.603934560359943,0.640216464193674,0.562641292543054,0.618830041103547,0.606089123905671,0.658297184051257,0.6963306292610079,0.31586878352792697,0.355901714394063,0.687171571557903,0.643439662837597,0.474184114076989,0.595556552541776,0.532208206473106,0.619739340459375,0.750481443028604,0.8203203184589091,0.7115876648244179
Jamaica,JAM,Latin America & Caribbean,305.0,0.1034502524694932,Upper Middle,0.5690409439747199,0.638207494441095,0.666241443225795,0.690875618059158,0.6199468988974871,0.43966098478255294,0.6739450981517011,0.7385749235298741,0.54574965827741,0.48698349194290996,0.81106389047621,0.6243080436910831,0.260643206999435,0.562856190982088,0.369654390645088,0.597793112119138,0.661927005440869,0.622050255723255,0.640572980240061,0.617234622568359,0.5809896850141409,0.494475592089094,0.6739450981517011,0.68417667337696,0.7037815302619879,0.7360222241250141,0.6339584163332309,0.6106954463175469,0.6184202990056861,1.0,0.21366603994695302,0.541103190830925,0.544798101340348,0.71658518367909,0.37067909368119606,0.479504953777105,0.593948621676887,0.514052559417248,0.48348591261441104,0.5515038217469279,0.702760656266215,0.718909869962312,0.23764690042730302,0.273824941987531,0.630235812916036,0.49909003129138796,0.402737229747793,0.39487029844936,0.297320738803695,0.5168953198994121,0.672925722555204,0.7144053174951559,0.494475592089094
Japan,JPN,East Asia & Pacific,13231.0,0.10429582859488609,High,0.779578378354756,0.707471847653278,0.6078835755956989,0.6991157404504539,0.6909285834162571,0.7267439969725109,0.7073830327606909,0.812776156724057,0.8177474495445991,0.789957246833466,0.9729516895501691,0.9319541244467829,0.576126737347977,0.683255757339495,0.7354147588815259,0.616004900224809,0.673433222454667,0.708170147796976,0.769383085090775,0.818904803275318,0.904914561506473,0.7534883187212591,0.7073830327606909,0.6639270863064761,0.827857005158016,0.711769456453048,0.766820416544917,0.923384162050398,0.927777246546515,1.0,0.842375239604678,0.7853990260088142,0.7196654757222049,0.9541131689345971,0.747834667073341,0.74474859522129,0.7606332230926379,0.794323495638361,0.70629968500965,0.808309877352815,0.941339470687653,0.7634001019301,0.719351644723462,0.7419589812994271,0.8796047084654179,0.7556622035123299,0.675126463032834,0.644182467999233,0.8293457464950741,0.7674782447635201,0.906684323928385,0.7133298596460078,0.7534883187212591
Jordan,JOR,Middle East & North Africa,444.0,0.043953011063388656,Upper Middle,0.567432732770176,0.4869050853515,0.49999272572186704,0.479872349702046,0.5599283188490201,0.530524484377219,0.435012103854482,0.41610052960436605,0.5991768796558361,0.5837936889447509,0.703807032703003,0.7798132151915541,0.32929358178403495,0.41888839750749896,0.353362164763671,0.5586806706307951,0.379585114246296,0.383925640389233,0.48446360417317397,0.6487561554261739,0.6111190132591391,0.482752189489204,0.435012103854482,0.393653382775527,0.405882315570933,0.39733912490756496,0.501194548102367,0.760429993103376,0.8525998167853589,1.0,0.42869016252477005,0.5998168055215191,0.459357648280063,0.7199429158828721,0.605203919956351,0.598239304022786,0.616340239465522,0.621344320063079,0.604802629414957,0.656386420299845,0.7457005626165809,0.6264940054267621,0.384842105286872,0.604886255895585,0.726298261500954,0.5684367767854219,0.4889840613471,0.631082818940771,0.5471101749763421,0.56253795879013,0.6879118627812489,0.578678371173161,0.482752189489204
Kazakhstan,KAZ,Eastern Europe & Central Asia,2601.0,0.14020484029585215,Upper Middle,0.523084598426496,0.421905495432437,0.454899986475967,0.419964565696146,0.504467496693592,0.44931129202400605,0.34153546650086203,0.36125416520405107,0.48500337748619105,0.460914948649166,0.566252319140672,0.568566782063075,0.344279460091852,0.457607055161779,0.527256092812044,0.454374433311679,0.340519678096721,0.508278016426673,0.456565841926953,0.5716356324045551,0.6002996555987199,0.426350097297202,0.34153546650086203,0.5707957102172081,0.30166664039999996,0.327886495644443,0.512357037352637,0.7799293562560471,0.779169468419047,1.0,0.5606186003490949,0.5067967132954979,0.598641463085169,0.632797709528952,0.559509047801933,0.28191721549327503,0.46111813056816203,0.615492383178797,0.5422759172719089,0.49709061426034795,0.541730129947537,0.417220905176098,0.8454431112846321,0.7272332002053771,0.7374528041056759,0.461376564674267,0.41160542458283,0.6894017886649699,0.438351530839876,0.421666148424971,0.5289696814608379,0.313291281449185,0.426350097297202
Kenya,KEN,Sub-Saharan Africa,343.0,0.006524141501439295,Lower Middle,0.448352872146541,0.489817826496997,0.627606118151206,0.509840782304931,0.46585598712614,0.35044616378557697,0.5240673721969921,0.46109053541713396,0.27290024501251703,0.28845036178779304,0.464804800805916,0.257078190633047,0.08126762682331,0.480889928136051,0.292132182903969,0.38639258075798993,0.5654954522560749,0.67953949662617,0.46805648748213297,0.497679709427094,0.311056844415837,0.40053400855506505,0.5240673721969921,0.627952676549275,0.23241388217898498,0.600662548252779,0.550084858281037,0.582685146055584,0.586191778895026,0.8275,0.334363659271726,0.44695704556349203,0.44214713033973296,0.456411282316548,0.450851065213658,0.331925677176758,0.553450072770761,0.46108304640116604,0.444986866132491,0.508215427683858,0.422550085983689,0.50282782814028,0.287035063555488,0.44210787708534705,0.619858176227008,0.38443325202439005,0.35273514840777204,0.407045570050923,0.37946979134355796,0.35982507189941,0.315879858735601,0.47554331517840004,0.40053400855506505
Kyrgyzstan,KGZ,Eastern Europe & Central Asia,665.0,0.10364953924272868,Lower Middle,0.484224332158947,0.48066598769528,0.566445116037208,0.30169077921926,0.42763516583596,0.47058375199133395,0.5999618766475661,0.517679236440354,0.323010221199626,0.374539690148096,0.389069776524281,0.37603331281071,0.15239810531541598,0.5376292789865421,0.525159861936673,0.534954817449823,0.5865063491311,0.5038960874285721,0.512982586205897,0.536203133827513,0.524386112067897,0.3510418207394961,0.5999618766475661,0.582974539239409,0.322222226777778,0.635555654925943,0.551515325421572,0.757035441554223,0.7944141639773721,1.0,0.476692160685297,0.44364717062375797,0.508763446215859,0.435959737887597,0.5290000330082849,0.315843011288356,0.428669624718691,0.48734794814443105,0.598697657868709,0.556492859932787,0.36795712686429605,0.339316890764722,0.510471395393471,0.393366314756707,0.645133391430325,0.33147602286182104,0.3946572236178111,0.504146551602333,0.233865755548823,0.334577557322607,0.291635048898161,0.21040820230351898,0.3510418207394961
Lebanon,LBN,Middle East & North Africa,704.0,0.10268813918443738,Upper Middle,0.454683407339208,0.499154767290711,0.710187183966573,0.46124784719991796,0.44464071962964796,0.321343888711263,0.549699919025209,0.507809045211657,0.36486192162932396,0.339411605565276,0.44433752511832,0.520193483153651,0.155505072680047,0.404329249969574,0.23838631857854395,0.42899070026625896,0.49806046805182896,0.45187951298166296,0.49639925060530393,0.41727348875731796,0.59005325176,0.4497152968905371,0.549699919025209,0.46989853451988206,0.399999975999999,0.59649129556619,0.49806224232330004,0.6562409932754121,0.7023713225387429,0.915,0.35135165728749396,0.450623486072619,0.479496824061858,0.46093004626979106,0.39358201895332107,0.530044475695584,0.38906406538254296,0.419501039081349,0.504587530059474,0.40728198740813004,0.380382017578281,0.361521298675882,0.335439086709986,0.410731609922039,0.5365637432156539,0.346356550789369,0.47805400372962,0.42476414030655696,0.293986165778706,0.12157397816604301,0.43139434271847493,0.22500792793564603,0.4497152968905371
Liberia,LBR,Sub-Saharan Africa,120.0,0.024304417692481876,Low,0.45312820056608794,0.521977518488166,0.5361077596532461,0.516924541769414,0.46458588210455104,0.358054575768107,0.6083014613806479,0.6478908902530289,0.323161123777355,0.30520228532759197,0.32660558608597995,0.40991741531306497,0.250919208382784,0.4676782411397629,0.17990641534764998,0.445279424804113,0.5991466008772249,0.646380523530064,0.52180985580424,0.47510887227787396,0.521310630499885,0.379562022200211,0.6083014613806479,0.626266238745032,0.436041973498004,0.6469901597900439,0.48089748804222204,0.608597960833311,0.48021566523133896,1.0,0.345578217268593,0.429967798936817,0.39955907382260397,0.426109643340685,0.412228039104041,0.497764344368544,0.4141778940482129,0.43858106642964795,0.5152340479074129,0.5053247149662999,0.353708621326211,0.38758683480249395,0.39139324743729903,0.430846968711144,0.485973029856674,0.31325203911940697,0.28276485720651695,0.29848171545951,0.241246923304424,0.33996391055319003,0.373552408687905,0.27719243642409197,0.379562022200211
Madagascar,MDG,Sub-Saharan Africa,123.0,0.004560740272664042,Low,0.440174310818095,0.4559920242436071,0.47323147684947797,0.402403344108359,0.45029730139359797,0.4109550875448029,0.48505388769519897,0.5140110478702029,0.272238026143992,0.31272331301068795,0.275150537372359,0.3515359412363239,0.14954231295659803,0.4594643879700539,0.342560438288808,0.428688478615335,0.490809213120492,0.5757994218555811,0.47263148835390395,0.595112728546537,0.3778887165527511,0.34046856617174603,0.48505388769519897,0.586563785115124,0.24852936449381896,0.5416637555491479,0.6057711027069089,0.70285053491877,0.6548642316166441,1.0,0.453687373139666,0.372497751733305,0.32932117153939,0.347502283151328,0.421782699075709,0.310858248883462,0.453024356016635,0.430431569821151,0.40761391887466797,0.482041028574846,0.306632758952021,0.36814882059770004,0.49527199378158293,0.4198624858329721,0.533449982134267,0.355288703359975,0.337429563537386,0.480547133597129,0.209388758527909,0.433311015375195,0.337019940510507,0.348855945799952,0.34046856617174603
Malawi,MWI,Sub-Saharan Africa,33.0,0.0017714555067546403,Low,0.518490202102607,0.560509256621094,0.5623153315713411,0.636726451117802,0.525143970219632,0.45499779819993297,0.582615486858604,0.6012565017592509,0.413534605965122,0.360628543539461,0.53472594554865,0.411171491069856,0.347612443702522,0.431419523346065,0.17235343109418602,0.421383076556063,0.600050508569826,0.5318910771641829,0.5821018828107141,0.559303249438074,0.620729980184431,0.402680735356365,0.582615486858604,0.711159722260453,0.543137240964244,0.704019159593869,0.5331694878296711,0.6872142735912778,0.701367765972781,1.0,0.36027505480105104,0.45281092227688496,0.41236876891310104,0.38998753373957895,0.333900638663823,0.518231689157601,0.6095659809103199,0.559088948411713,0.472526633362164,0.5961815678408809,0.477453631464353,0.708067705495266,0.485004777270113,0.582319508954181,0.592068814495035,0.46124220379798797,0.36253257027103,0.506583158654803,0.301328743874533,0.5432204509476091,0.467527448536954,0.6448223189446229,0.402680735356365
Malaysia,MYS,East Asia & Pacific,5742.0,0.17971949673908644,Upper Middle,0.582618193010089,0.5823235914123229,0.584534843867055,0.6175878794807421,0.600207839247658,0.577312585868912,0.50726917947396,0.607029220535612,0.595827378500438,0.574613347059302,0.761847204600878,0.6230300724740649,0.423818889867507,0.424315781910085,0.32809927261725796,0.41934230491545604,0.505377084466601,0.444444465641027,0.516041451427877,0.5472188776335449,0.5506085106995681,0.577177413833626,0.50726917947396,0.435314474831095,0.412497520741218,0.47128653238991797,0.626959101820089,0.785673091277234,0.7503752660054609,1.0,0.606644007826241,0.57371908731017,0.52262844173262,0.702989896301427,0.569042949887812,0.5857187781810761,0.48821537044791297,0.6269581723336128,0.581256060417214,0.611317437522891,0.6876144671943721,0.542768957855901,0.7104351492510641,0.596858793577623,0.6584563405162249,0.556086989908975,0.6215504635882261,0.599639969105033,0.554858067961693,0.48128654977870294,0.653351945196054,0.404744519899489,0.577177413833626
Mali,MLI,Sub-Saharan Africa,370.0,0.018821831676562796,Low,0.43903495028193196,0.46889344595261606,0.591545477025789,0.425176967274453,0.36729073312201393,0.283478098400443,0.5508987564372231,0.5949706434557739,0.338041809550715,0.397172020062618,0.237666194176377,0.351815971100348,0.365513052863516,0.45542418448595295,0.249285239721548,0.45624958349436295,0.5606925177225061,0.5554693970053921,0.542846665183585,0.644440161034181,0.41727300308970006,0.36577871010505103,0.5508987564372231,0.7348822565408349,0.308932451949763,0.627850813792312,0.692717168519616,0.5066032098287779,0.6262244767779771,0.4775,0.41608515270835705,0.48844130006986,0.40710625621434704,0.506597431486669,0.39332578830841397,0.517308216337091,0.617868808002781,0.415915421271364,0.404741814181651,0.45184101939104,0.13862302347788402,0.41609680162159796,0.560228960396516,0.43646167322268503,0.503414656608176,0.296113565912587,0.245182630358208,0.303180837128269,0.29605019467900795,0.34198827616339306,0.27250563499639197,0.24810867795779,0.36577871010505103
Mauritania,MRT,Sub-Saharan Africa,7.0,0.0015467227375755076,Lower Middle,0.361671958359664,0.330029392927398,0.3399297630789939,0.217146053271682,0.349840212582972,0.287288207331523,0.35163874737154105,0.434333373927676,0.28912762887932697,0.267333130087446,0.37029064652435295,0.293299871459014,0.225586867446496,0.269383781564605,0.170766606764316,0.28101352045398104,0.37141991938338503,0.254335079656737,0.404698883681485,0.40721953771907204,0.47620836117684706,0.369343048691068,0.35163874737154105,0.270545851035811,0.36450980438085295,0.5023867710391889,0.495738948037502,0.650712905475452,0.605934256194866,1.0,0.34620446023148904,0.280057529626244,0.252465493886822,0.310526953179883,0.368035630225103,0.17202070353063598,0.297238867308778,0.364632556775016,0.39139729392248296,0.278947465896758,0.231011427391007,0.26662826843730697,0.48771423955659005,0.324972911111583,0.571756291109386,0.304732987947786,0.271051137199554,0.48988419771755004,0.255975522279433,0.27363617388778,0.312959307857112,0.16028152800200798,0.369343048691068
Mauritius,MUS,Sub-Saharan Africa,331.0,0.2606976615971079,Upper Middle,0.614572319979167,0.5975295123476371,0.630761111629214,0.667090977738891,0.436488012085081,0.5188101462110251,0.610484086301713,0.7215427401198959,0.587631741313441,0.603448927684036,0.7886851775968079,0.633045402153817,0.325347457819103,0.5398829931294461,0.603140500992535,0.419398979092858,0.5976676297637691,0.539324862668621,0.639421674740076,0.591332857920042,0.69730923360086,0.5637180725107379,0.610484086301713,0.7753154386411729,0.6081699097439439,0.658565142010848,0.6104786571912879,0.7537616657801691,0.825493862417555,1.0,0.4357911349229521,0.628223468164731,0.689027854645145,0.8165822731515129,0.491715196543024,0.555664811413783,0.588127205070191,0.635745803206663,0.6265313097942901,0.718296969470557,0.7479759330108828,0.7286855673684649,0.29310857709856497,0.642960733560778,0.692661532143106,0.5343817011511721,0.40903378179802796,0.41126851542816795,0.507077036922726,0.533971333551847,0.663979205543467,0.65162396230323,0.5637180725107379
Mexico,MEX,Latin America & Caribbean,13842.0,0.10850043192844608,Upper Middle,0.44113031997684005,0.463888370955778,0.519534375424422,0.4378605172856311,0.44353572806616,0.27265175922624496,0.50895851793264,0.60078932779957,0.27479767735137,0.311878345569757,0.315640154217678,0.32023899264775796,0.15143321697028697,0.6041599813258729,0.672650092628298,0.587818132558911,0.5368214479732679,0.619350252143013,0.51648080565205,0.37898096411513205,0.45695650485291794,0.38324038629262397,0.50895851793264,0.750505120666662,0.532616903035667,0.6229304272594771,0.49765762106127703,0.532877180065442,0.3593347610952129,1.0,0.239296779101113,0.45246634548375303,0.533222168355096,0.5149050874853521,0.328504695908225,0.35050952837022903,0.53519024729986,0.38796421354976296,0.40794108434989507,0.28740387681838797,0.315755615853312,0.443581116482927,0.259954121788267,0.404098359269178,0.5970153202863709,0.29640798543068897,0.19106482395852398,0.340406649988943,0.217501289621305,0.269184596189662,0.27644572796657696,0.397012423997188,0.38324038629262397
Mongolia,MNG,East Asia & Pacific,37.0,0.011472277706015754,Lower Middle,0.53348245614694,0.531174785017424,0.669595329447385,0.500179881703579,0.444451529019467,0.406482917324659,0.615655147476723,0.550683905132735,0.41958155802696995,0.38609234694767997,0.50521190629111,0.634081691656957,0.152940287212134,0.488715409291986,0.38696576411263506,0.49554300885861,0.600667997836526,0.47168486636017504,0.572799896282175,0.546721549689318,0.6279023207537111,0.495019501158358,0.615655147476723,0.622365954101406,0.472613662779535,0.6675761849055021,0.534544849392849,0.7664080661336601,0.8329836735002671,1.0,0.466240524900713,0.468365123932515,0.569963644074928,0.469866053021805,0.5349317324540189,0.327776550259104,0.43928763985271996,0.5303565744001171,0.525672449881052,0.526442576048702,0.49453516542626,0.46974621801115296,0.5879681591012621,0.464364769138808,0.64376668319358,0.490458236090676,0.41794255761190896,0.566793449539927,0.5179825173942489,0.546382839029175,0.545083915843791,0.34400287205732005,0.495019501158358
Morocco,MAR,Middle East & North Africa,3897.0,0.10684977524806448,Lower Middle,0.500006444425096,0.5092815014326211,0.580347584474055,0.529626812792819,0.4542462752287179,0.462752567995867,0.4624341571834651,0.566281610920803,0.438084677918746,0.475450195171367,0.449902833805416,0.44068206592081105,0.38630361677738895,0.44106423654811894,0.374337862561634,0.46660647265283006,0.45149552130098797,0.4718170896770229,0.45389108927325605,0.6788876454074371,0.348419621577508,0.391780032803695,0.4624341571834651,0.442232888880073,0.239379061297577,0.485317041982171,0.582678265054125,0.6805088850795621,0.651714446791932,1.0,0.389812208446754,0.561328868201953,0.540285011175741,0.5698172314992471,0.534912345015512,0.5288828717727129,0.632746881546551,0.5372409904342379,0.519192710767045,0.558503454250011,0.407265654310731,0.49986210423517696,0.6351766311227679,0.49315905302492297,0.6475273253290079,0.378651306512271,0.484019482601872,0.449469561248655,0.37940410284572207,0.330176286295095,0.389147155620934,0.226562524169921,0.391780032803695
Mozambique,MOZ,Sub-Saharan Africa,70.0,0.0023052065097846305,Low,0.413197068357139,0.430306396757359,0.518202086531149,0.41954427694583507,0.43599984478276094,0.41146441550598706,0.40587631706374494,0.39075143971467396,0.367147017387076,0.318595896302745,0.374732222638628,0.440421782192986,0.334838168413944,0.35172696149985605,0.170217914947196,0.320308623803914,0.42687484175808504,0.489506465490232,0.411975539134665,0.555750093376293,0.257062277439818,0.25008438127510396,0.40587631706374494,0.6442819519294429,0.256862683636676,0.46307854389833597,0.46280806445790296,0.5541272396835359,0.6036100807169661,0.8125,0.246271638333642,0.40253845158550206,0.41742163590170706,0.474070455271768,0.46808781843304204,0.28075273314441496,0.372359615176575,0.45845999359492695,0.46089208178421603,0.5200567858821971,0.426723896648174,0.33881927791555,0.359160018568876,0.498488233505983,0.605079660859496,0.329294947214193,0.234300603567196,0.289550040188775,0.10849436646340899,0.5152466602564579,0.412065393648073,0.49532318510033707,0.25008438127510396
Namibia,NAM,Sub-Saharan Africa,16.0,0.00641404933366045,Upper Middle,0.625589715076271,0.6918699452986221,0.746630713600588,0.777591098686172,0.519455303375216,0.621297234535223,0.7412633706781941,0.744981950916335,0.53436085316419,0.459124461212298,0.858130413327682,0.530827335363713,0.289361202753069,0.575281991777744,0.327863378850889,0.530745172044919,0.721762665658014,0.720756750557155,0.664237253425597,0.542910918658849,0.75443456751654,0.5462562639692741,0.7412633706781941,0.786945890872745,0.5639706184025379,0.7586366955646899,0.6194797017419449,0.736377527444087,0.6917477588788989,1.0,0.517384823453361,0.583386895906878,0.48273429147007396,0.668430346816297,0.548690030848636,0.571361572753841,0.645718237645541,0.665580091807531,0.512413728945817,0.650012705683549,0.8184088436043281,0.793995165607688,0.4538397195240829,0.6964466613937621,0.733943817893491,0.5536231617855201,0.37071861360388303,0.380196354144188,0.47708033862115895,0.651273498782754,0.6474389086309671,0.802398154746417,0.5462562639692741
